Target_ID,Target_name,CUI,Gene_name,Uni_ID
BE0004205,30S_ribosomal_protein_S19,,rpsS,Q5SHP2
BE0004206,30S_ribosomal_protein_S20,,rpsT,P80380
BE0004207,30S_ribosomal_protein_S4,,rpsD,P80373
BE0004208,30S_ribosomal_protein_S5,,rpsE,Q5SHQ5
BE0004209,30S_ribosomal_protein_S6,,rpsF,Q5SLP8
BE0004210,30S_ribosomal_protein_S7,,rpsG,P17291
BE0004211,30S_ribosomal_protein_S8,,rpsH,P0DOY9
BE0004212,30S_ribosomal_protein_S9,,rpsI,P80374
BE0004213,30S_ribosomal_protein_Thx,,rpsU,Q5SIH3
BE0004214,30S_ribosomal_protein_S17,,rpsQ,P62658
BE0004215,30S_ribosomal_protein_S20,,rpsT,P62661
BE0004216,30S_ribosomal_protein_S2,,rpsB,P62662
BE0004217,30S_ribosomal_protein_S3,,rpsC,P62663
BE0004218,30S_ribosomal_protein_S9,,rpsI,P62669
BE0004219,30S_ribosomal_protein_S19,,rpsS,P62660
BE0004220,30S_ribosomal_protein_S2,,rpsB,P80371
BE0004221,30S_ribosomal_protein_S3,,rpsC,P80372
BE0004222,FMN-dependent_NADH-azoreductase_1,,azoR1,Q9I5F3
BE0004223,Uncharacterized_protein,,,O06796
BE0004224,Carcinoembryonic_antigen-related_cell_adhesion_molecule_5,C0007082,CEACAM5,P06731
BE0004225,Afimbrial_adhesin_AFA-III,,afaE3,Q57254
BE0004226,Genome_polyprotein,,,P12915
BE0004227,Genome_polyprotein,,,Q66282
BE0004228,Genome_polyprotein,,,P21404
BE0004229,Genome_polyprotein,,,P06210
BE0004230,Genome_polyprotein,,,O91734
BE0004231,Genome_polyprotein,,,P29813
BE0004232,Fatty_acid_metabolism_regulator_protein,,fadR,P0A8V6
BE0004233,"Enoyl-CoA_delta_isomerase_2,_mitochondrial",C1309116,ECI2,O75521
BE0004234,Recoverin,C0140116,RCVRN,P35243
BE0004235,Non-fluorescent_flavoprotein,,luxF,P09142
BE0004236,Genome_polyprotein,,,P13900
BE0004237,Protein_Nef,,nef,P04324
BE0004238,Serine/threonine-protein_phosphatase_2B_catalytic_subunit_alpha_isoform,,PPP3CA,Q08209
BE0004239,Alpha-pyrone_synthesis_polyketide_synthase-like_Pks18,,pks18,P9WPF1
BE0004240,Genome_polyprotein,,,P22055
BE0004241,Polyprotein,,,Q71LY2
BE0004242,ADP-ribosylation_factor_6,C0762175,ARF6,P62330
BE0004243,Gag_polyprotein,C0017279,gag,Q72497
BE0004244,Guanylyl_cyclase-activating_protein_1,C1578593,GUCA1A,P43080
BE0004246,R2-like_ligand_binding_oxidase,,nrdB,P9WH69
BE0004247,Poliovirus_receptor,C0084088,PVR,P15151
BE0004248,Dihydrofolate_reductase,C0039667,dfrA,Q81R22
BE0004249,Actin-related_protein_2/3_complex_subunit_1B,C2984549,ARPC1B,O15143
BE0004250,Actin-related_protein_2,C0676792,ACTR2,P61160
BE0004251,Actin-related_protein_3,C0676794,ACTR3,P61158
BE0004252,Actin-related_protein_2/3_complex_subunit_2,,ARPC2,O15144
BE0004253,Actin-related_protein_2/3_complex_subunit_3,,ARPC3,O15145
BE0004254,Actin-related_protein_2/3_complex_subunit_4,,ARPC4,P59998
BE0004255,Actin-related_protein_2/3_complex_subunit_5,,ARPC5,O15511
BE0004256,Fatty_acid_oxidation_complex_subunit_alpha,,fadB,P28793
BE0004257,3-ketoacyl-CoA_thiolase,C0001021,fadA,P28790
BE0004258,O-GlcNAcase_BT_4395,,,Q89ZI2
BE0004259,"Naphthalene_1,2-dioxygenase_subunit_alpha",,ndoB,P0A110
BE0004260,"Naphthalene_1,2-dioxygenase_subunit_beta",,ndoC,P0A112
BE0004261,DNA-directed_RNA_polymerase_subunit_alpha,,rpoA,Q5SHR6
BE0004262,D-Amino_acid_amidase,C0916879,daaA,Q9LCC8
BE0004263,Glutamate_racemase,C0061464,murI,Q9A1B7
BE0004264,Ig_heavy_chain_V-I_region_ND,,IGHV1-2,P23083
BE0004265,Ig_lambda_chain_V_region_4A,,,P04211
BE0004266,Long-chain_N-acyl_amino_acid_synthase,,,Q8KNZ7
BE0004267,4-hydroxyphenylpyruvate_dioxygenase,C0000507,hpd,Q53586
BE0004268,Peptide_deformylase,C0249363,def,P9WIJ3
BE0004269,Transcriptional_activator_protein_LasR,,lasR,P25084
BE0004270,Casein_kinase_I_isoform_gamma-1,,CSNK1G1,Q9HCP0
BE0004271,Tyrosine-protein_kinase_Mer,C1259418,MERTK,Q12866
BE0004272,Long-chain-fatty-acid--CoA_ligase_ACSBG1,,ACSBG1,Q96GR2
BE0004273,O-succinylbenzoate-CoA_synthase,,menC,Q47Q21
BE0004274,Ribosomal_protein_S6_kinase_alpha-1,C3539803,RPS6KA1,Q15418
BE0004275,Trafficking_protein_particle_complex_subunit_6A,,TRAPPC6A,O75865
BE0004276,Trafficking_protein_particle_complex_subunit_6B,,TRAPPC6B,Q86SZ2
BE0004277,Trafficking_protein_particle_complex_subunit_5,,TRAPPC5,Q8IUR0
BE0004278,Trafficking_protein_particle_complex_subunit_4,,TRAPPC4,Q9Y296
BE0004279,Trafficking_protein_particle_complex_subunit_1,,TRAPPC1,Q9Y5R8
BE0004280,Bifunctional_protein_GlmU,,glmU,P43889
BE0004281,Elongation_factor_2,C0059037,EEF2,P13639
BE0004282,Cholix_toxin,,chxA,Q5EK40
BE0004283,Poly_[ADP-ribose]_polymerase_15,,PARP15,Q460N3
BE0004284,"[Pyruvate_dehydrogenase_[lipoamide]]_kinase_isozyme_4,_mitochondrial",C2000214,PDK4,Q16654
BE0004285,Uncharacterized_lipoprotein_YbbD,,nagZ,P40406
BE0004286,Phosphoenolpyruvate-protein_phosphotransferase,C0070848,ptsP,Q6FEW8
BE0004287,CAI-1_autoinducer_synthase,,cqsA,Q9KM65
BE0004288,Rhomboid_protease_GlpG,,glpG,P44783
BE0004289,Uteroglobin,C0042147,SCGB1A1,P11684
BE0004290,Penicillin-binding_protein_1A,C0135891,pbpA,Q8DR59
BE0004291,Phospholipase_D,C0031670,,Q53728
BE0004292,Myosin_light_chain_6B,C1826331,MYL6B,P14649
BE0004293,Myosin_regulatory_light_chain_12A,,MYL12A,P19105
BE0004294,Myosin-7,,MYH7,P12883
BE0004295,Profilin-2,C0525217,PFN2,P35080
BE0004296,Outer-membrane_lipoprotein_LolB,,lolB,P61320
BE0004297,Uncharacterized_protein,,,A9CJ63
BE0004298,Serine_acetyltransferase,C0074366,cysE,Q0WKM4
BE0004299,"Transcriptional_regulator,_GntR_family",,,Q734I1
BE0004300,"ABC_transporter,_periplasmic_substrate-binding_protein",,,Q5LRQ9
BE0004301,Transketolase,C0040709,tkt2,Q81Y15
BE0004302,Restriction_endonuclease_R.BpuJI,,bpuJIR,A3FMN7
BE0004303,Eight-heme_nitrite_reductase,,nir,L0DSL2
BE0004304,Uncharacterized_protein,,,Q82EE4
BE0004305,"Sensor_cyclic_diguanylate_phosphodiesterase,_GAF_and_GAF_domain-containing",,,Q74EF5
BE0004306,Putative_uncharacterized_protein,,,B7JA91
BE0004307,"2,3-bisphosphoglycerate-dependent_phosphoglycerate_mutase",,gpmA,Q3JWH7
BE0004308,Adenylosuccinate_synthetase,C0001503,purA,Q8ZIV7
BE0004309,Hypothetical_cytosolic_protein,,,Q2LU76
BE0004310,"EDD_domain_protein,_DegV_family",,,A7B6P0
BE0004311,Uncharacterized_protein,,,Q87MW5
BE0004312,Ig_heavy_chain_V-III_region_CAM,,IGHV3-30,P01768
BE0004313,Penicillin-binding_protein_1B,C0950545,pbp1b,O70038
BE0004314,"Alkaline_phosphatase,_placental_type",C2930591,ALPP,P05187
BE0004315,Tyrosine-protein_kinase_Lyn,C1442804,LYN,P07948
BE0004316,Putative_uncharacterized_protein,,,Q7NSZ5
BE0004317,Bacilysin_biosynthesis_protein_BacB,,bacB,P39639
BE0004318,Probable_chorismate_mutase,,pheA,A1A2B5
BE0004319,TetR_family_transcriptional_repressor_LfrR,,lfrR,Q58L87
BE0004320,Epididymal-specific_lipocalin-9,C1537553,LCN9,Q8WX39
BE0004321,Tyrosine-protein_kinase_transforming_protein_Src,,V-SRC,P00524
BE0004322,Leucyl/phenylalanyl-tRNA--protein_transferase,,aat,P0A8P1
BE0004323,SRSF_protein_kinase_2,C1420413,SRPK2,P78362
BE0004324,Calcium/calmodulin-dependent_protein_kinase_type_1D,,CAMK1D,Q8IU85
BE0004325,Thiostrepton,C0039947,tpdA,P0C8P8
BE0004326,50S_ribosomal_protein_L11,,rplK,P29395
BE0004327,"3-hydroxyisobutyryl-CoA_hydrolase,_mitochondrial",,HIBCH,Q6NVY1
BE0004328,Serine/threonine-protein_kinase_17B,,STK17B,O94768
BE0004329,Glycylpeptide_N-tetradecanoyltransferase_1,,NMT1,P30419
BE0004330,"[Pyruvate_dehydrogenase_[lipoamide]]_kinase_isozyme_3,_mitochondrial",,PDK3,Q15120
BE0004331,Virulence_sensor_histidine_kinase_PhoQ,,phoQ,P0DM80
BE0004332,Lipase_EstA,,estA,P37957
BE0004333,Galectin-9,C0537111,LGALS9,O00182
BE0004334,Aminopeptidase_N,C0054943,pepN,P04825
BE0004335,Penicillin-binding_protein_1b,C0950545,pbp1b,Q7CRA4
BE0004336,ActII_protein,,actII,Q53901
BE0004337,Iron-dependent_extradiol_dioxygenase,,hsaC,P9WNW7
BE0004338,Lactase-phlorizin_hydrolase,C0086519,LCT,P09848
BE0004339,Hepatitis_B_virus_receptor_binding_protein,,,Q6PYX1
BE0004340,Putative_ornithine_carbamoyltransferase,,,Q5LI27
BE0004341,Ig_kappa_chain_V-II_region_TEW,,IGKV2D-28,P01615
BE0004342,Afadin,C0667316,MLLT4,P55196
BE0004343,Actinorhodin_polyketide_synthase_acyl_carrier_protein,,,Q02054
BE0004344,Interleukin-1_receptor-associated_kinase_4,C1334203,IRAK4,Q9NWZ3
BE0004345,Protease_1,,,P15636
BE0004347,Enoyl-[acyl-carrier-protein]_reductase_[NADPH]_FabI,,fabI,Q6GI75
BE0004348,"[Pyruvate_dehydrogenase_[lipoamide]]_kinase_isozyme_2,_mitochondrial",,PDK2,Q15119
BE0004349,Putative_inactive_carboxylesterase_4,,CES1P1,Q9UKY3
BE0004350,Protein_S100-A4,C0287850,S100A4,P26447
BE0004351,3-oxoacyl-[acyl-carrier-protein]_synthase_1,,kasA,P9WQD9
BE0004352,Alcohol_dehydrogenase_[NADP(+)],C3659502,AKR1A1,P14550
BE0004353,Aldo-keto_reductase_family_1_member_B10,C1412323,AKR1B10,O60218
BE0004354,Methylamine_dehydrogenase_heavy_chain,,mauB,P29894
BE0004355,Methylamine_dehydrogenase_light_chain,,mauA,P22619
BE0004356,Cytochrome_c-L,,moxG,P29899
BE0004357,Quinohemoprotein_amine_dehydrogenase_subunit_gamma,,qhnDH,Q8VUS8
BE0004358,Quinohemoprotein_amine_dehydrogenase_60_kDa_subunit,,,Q8VUT0
BE0004359,Quinohemoprotein_amine_dehydrogenase_40_kDa_subunit,,,Q8VUS7
BE0004360,P-protein,C0082731,pheA,P0A9J8
BE0004361,Secreted_chorismate_mutase,,,P9WIB9
BE0004362,Aralkylamine_dehydrogenase_light_chain,,aauA,P84887
BE0004363,Aralkylamine_dehydrogenase_heavy_chain,,aauB,P84888
BE0004366,Type-2_restriction_enzyme_EcoRV,,ecoRVR,P04390
BE0004367,CREB-binding_protein,C0256079,CREBBP,Q92793
BE0004368,Trans-2-enoyl-ACP_reductase_II,,fabK,Q9FBC5
BE0004369,Tyrosine--tRNA_ligase,,YARS,Q5UPJ7
BE0004370,Valacyclovir_hydrolase,C0297882,BPHL,Q86WA6
BE0004371,Alpha-amylase_G-6,,,Q9KFR4
BE0004372,Nickel-binding_periplasmic_protein,,nikA,P33590
BE0004373,Iodotyrosine_dehalogenase_1,C1825631,IYD,Q6PHW0
BE0004374,Chitinase,C0008145,chiB,Q54276
BE0004375,Glutaryl-CoA_dehydrogenase,C0061510,,Q3JP94
BE0004376,Acyl-coenzyme_A_thioesterase_13,,ACOT13,Q9NPJ3
BE0004377,Thiol:disulfide_interchange_protein_DsbA,,dsbA,P0AEG4
BE0004378,Disulfide_bond_formation_protein_B,,dsbB,P0A6M2
BE0004379,NrfC_protein,,nrfC,Q72LA5
BE0004380,Thiosulfate_reductase,C0076525,,Q72LA4
BE0004381,Hypothetical_membrane_spanning_protein,,,Q72LA6
BE0004382,Mediator_of_RNA_polymerase_II_transcription_subunit_1,C0755397,MED1,Q15648
BE0004383,Glutamate_racemase,C0061464,murI,Q9ZLT0
BE0004384,Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_gamma,C3542916,CAMK2G,Q13555
BE0004385,Genome_polyprotein,,,P26661
BE0004386,Mitogen-activated_protein_kinase_kinase_kinase_9,C1417016,MAP3K9,P80192
BE0004387,Carboxylesterase,C0054741,,Q7SIA5
BE0004388,Class_C_beta-lactamase,,,Q59401
BE0004389,Genome_polyprotein,,,O92972
BE0004390,Orf1a_polyprotein,,orf1ab,A7J8L3
BE0004391,Peptide_deformylase,C0249363,def,Q672W7
BE0004419,Prolyl_endopeptidase,C0072132,,Q9X6R4
BE0004420,NmrA-like_family_domain-containing_protein_1,,NMRAL1,Q9HBL8
BE0004421,Endoglucanase_H,,celH,P16218
BE0004422,Calcium-activated_potassium_channel_subunit_beta-1,,KCNMB1,Q16558
BE0004423,Calcium-activated_potassium_channel_subunit_beta-3,,KCNMB3,Q9NPA1
BE0004424,Calcium-activated_potassium_channel_subunit_beta-4,,KCNMB4,Q86W47
BE0004425,Small_conductance_calcium-activated_potassium_channel_protein_1,,KCNN1,Q92952
BE0004426,Small_conductance_calcium-activated_potassium_channel_protein_2,,KCNN2,Q9H2S1
BE0004427,Small_conductance_calcium-activated_potassium_channel_protein_3,,KCNN3,Q9UGI6
BE0004428,Cytochrome_b,C0010744,MT-CYB,Q02768
BE0004429,Arylamine_N-acetyltransferase,C0003933,nat,P9WJI5
BE0004430,D-alanyl-D-alanine_endopeptidase,,pbpG,P0AFI5
BE0004433,Cytohesin-3,C1418981,CYTH3,O43739
BE0004434,U6_snRNA-associated_Sm-like_protein_LSm6,,LSM6,P62312
BE0004435,Oxygen-insensitive_NADPH_nitroreductase,,rdxA,O25608
BE0004436,Heparan_sulfate_glucosamine_3-O-sulfotransferase_1,C3888274,HS3ST1,O14792
BE0004437,"Type_II_inositol_1,4,5-trisphosphate_5-phosphatase",C1416445,INPP5B,P32019
BE0004438,Ribose-5-phosphate_isomerase,C0073262,RPIA,P49247
BE0004439,Orexin,C1113688,HCRT,O43612
BE0004440,mRNA-capping_enzyme,,RNGTT,O60942
BE0004441,Diphthine_synthase,C1295304,DPH5,Q9H2P9
BE0004442,tRNA-splicing_ligase_RtcB_homolog,C1824509,RTCB,Q9Y3I0
BE0004443,Inosine_triphosphate_pyrophosphatase,C4067732,ITPA,Q9BY32
BE0004444,Stromal_cell-derived_factor_2,C1419904,SDF2,Q99470
BE0004445,Mothers_against_decapentaplegic_homolog_2,C1566790,SMAD2,Q15796
BE0004446,Protein_arginine_N-methyltransferase_3,C1826699,PRMT3,O60678
BE0004447,Meiotic_recombination_protein_DMC1/LIM15_homolog,,DMC1,Q14565
BE0004448,Eukaryotic_peptide_chain_release_factor_GTP-binding_subunit_ERF3A,,GSPT1,P15170
BE0004452,Epsin-1,C0914520,EPN1,Q9Y6I3
BE0004453,"Superoxide_dismutase_[Mn],_mitochondrial",C1743497,SOD2,P04179
BE0004454,Phosphoglycerate_kinase_1,C1418508,PGK1,P00558
BE0004455,Thiosulfate_sulfurtransferase,C0039949,TST,Q16762
BE0004457,Alpha-amylase_2B,,AMY2B,P19961
BE0004459,"Citrate_synthase,_mitochondrial",C1413745,CS,O75390
BE0004460,Beta-enolase,C0005213,ENO3,P13929
BE0004461,Phosphoglucomutase-1,,PGM1,P36871
BE0004462,Phosphoglycerate_mutase_2,C1418502,PGAM2,P15259
BE0004463,Serpin_B3,,SERPINB3,P29508
BE0004464,Trefoil_factor_2,C0905072,TFF2,Q03403
BE0004465,Ig_lambda-1_chain_C_regions,C3273770,IGLC1,P0CG04
BE0004466,"HLA_class_II_histocompatibility_antigen,_DQ_beta_1_chain",C2348929,HLA-DQB1,P01920
BE0004467,Myoglobin,C0027078,MB,P02144
BE0004469,Vimentin,C0042666,VIM,P08670
BE0004470,Parvalbumin_alpha,,PVALB,P20472
BE0004471,Epididymal_sperm-binding_protein_1,,ELSPBP1,Q96BH3
BE0004472,Keratin-associated_protein_5-3,,KRTAP5-3,Q6L8H2
BE0004473,Uridine_5'-monophosphate_synthase,C0077884,UMPS,P11172
BE0004474,Cytochrome_b5_type_B,C1824838,CYB5B,O43169
BE0004475,cAMP-dependent_protein_kinase_catalytic_subunit_beta,C1514550,PRKACB,P22694
BE0004476,Acyl-CoA-binding_protein,C0057738,DBI,P07108
BE0004477,"Adenylate_kinase_2,_mitochondrial",,AK2,P54819
BE0004478,Ras-related_protein_Rab-8B,,RAB8B,Q92930
BE0004479,Tolloid-like_protein_2,,TLL2,Q9Y6L7
BE0004480,"NADPH:adrenodoxin_oxidoreductase,_mitochondrial",,FDXR,P22570
BE0004481,Pulmonary_surfactant-associated_protein_A1,,SFTPA1,Q8IWL2
BE0004482,Mannose-binding_protein_C,C2347054,MBL2,P11226
BE0004484,Homeobox_protein_engrailed-2,C3272490,EN2,P19622
BE0004485,Ras-related_protein_Rab-7a,C3890561,RAB7A,P51149
BE0004486,DNA_nucleotidylexotransferase,C0012881,DNTT,P04053
BE0004487,Tartrate-resistant_acid_phosphatase_type_5,C1566918,ACP5,P13686
BE0004488,Synapsin-1,,SYN1,P17600
BE0004489,Myosin-11,C1336017,MYH11,P35749
BE0004490,"1-phosphatidylinositol_4,5-bisphosphate_phosphodiesterase_delta-1",C1418635,PLCD1,P51178
BE0004491,Guanine_nucleotide-binding_protein_G(i)_subunit_alpha-1,C1517337,GNAI1,P63096
BE0004492,Keratin-associated_protein_5-2,,KRTAP5-2,Q701N4
BE0004493,Galectin-1,C0252527,LGALS1,P09382
BE0004494,Cation-dependent_mannose-6-phosphate_receptor,C2604471,M6PR,P20645
BE0004495,Antigen-presenting_glycoprotein_CD1d,C2351710,CD1D,P15813
BE0004496,Inositol-3-phosphate_synthase_1,C1968833,ISYNA1,Q9NPH2
BE0004497,cAMP-dependent_protein_kinase_type_II-beta_regulatory_subunit,,PRKAR2B,P31323
BE0004498,Glycogenin-1,C0907938,GYG1,P46976
BE0004499,Thymidine_kinase,C0040078,TK,P09250
BE0004500,"Enoyl-CoA_hydratase,_mitochondrial",,ECHS1,P30084
BE0004501,Glycosyltransferase_6_domain-containing_protein_1,,GLT6D1,Q7Z4J2
BE0004502,Potassium_voltage-gated_channel_subfamily_A_member_4,C1416547,KCNA4,P22459
BE0004503,Signal_recognition_particle_14_kDa_protein,,SRP14,P37108
BE0004504,"Aconitate_hydratase,_mitochondrial",C1412127,ACO2,Q99798
BE0004506,Transforming_growth_factor_beta-3,C0812319,TGFB3,P10600
BE0004507,NADH-cytochrome_b5_reductase_1,,CYB5R1,Q9UHQ9
BE0004508,Vesicle-fusing_ATPase,,NSF,P46459
BE0004510,Decorin,C0057252,DCN,P07585
BE0004512,Neurocan_core_protein,,NCAN,O14594
BE0004514,Hepatocyte_nuclear_factor_1-alpha,C0209278,HNF1A,P20823
BE0004515,Poly(A)_polymerase_alpha,C1423108,PAPOLA,P51003
BE0004516,Radixin,C0139903,RDX,P35241
BE0004519,"Alpha-1,3-mannosyl-glycoprotein_2-beta-N-acetylglucosaminyltransferase",C0077687,MGAT1,P26572
BE0004520,6-pyruvoyl_tetrahydrobiopterin_synthase,C0284927,PTS,Q03393
BE0004521,"3-ketoacyl-CoA_thiolase,_peroxisomal",C1412102,ACAA1,P09110
BE0004522,"Inositol_1,4,5-trisphosphate_receptor_type_1",C0626645,ITPR1,Q14643
BE0004523,Bile_salt-activated_lipase,,CEL,P19835
BE0004524,Disks_large_homolog_4,C0900627,DLG4,P78352
BE0004525,V-type_proton_ATPase_subunit_C_1,,ATP6V1C1,P21283
BE0004526,Follistatin,C0060623,FST,P19883
BE0004527,"Isocitrate_dehydrogenase_[NADP],_mitochondrial",C2714104,IDH2,P48735
BE0004528,Elongation_factor_1-alpha_1,C0300140,EEF1A1,P68104
BE0004529,Trypsin-2,C0103396,PRSS2,P07478
BE0004530,Ubiquitin-conjugating_enzyme_E2_D2,C1307637,UBE2D2,P62837
BE0004531,Fumarylacetoacetase,C0060828,FAH,P16930
BE0004532,Unconventional_myosin-Ie,C4521290,MYO1E,Q12965
BE0004533,Ras-related_protein_Rab-5A,,RAB5A,P20339
BE0004535,ADP-ribosylation_factor-like_protein_1,,ARL1,P40616
BE0004536,Adenylate_kinase_8,C1428600,AK8,Q96MA6
BE0004538,Palmitoyl-protein_thioesterase_1,C0917464,PPT1,P50897
BE0004541,Glutathione_S-transferase_theta-2,,GSTT2,P0CG29
BE0004542,"Elongation_factor_Tu,_mitochondrial",,TUFM,P49411
BE0004543,Cathelicidin_antimicrobial_peptide,C0391752,CAMP,P49913
BE0004544,Tubby_protein_homolog,,TUB,P50607
BE0004545,Nuclear_receptor_ROR-alpha,C0284080,RORA,P35398
BE0004547,"NAD-dependent_protein_deacetylase_sirtuin-3,_mitochondrial",,SIRT3,Q9NTG7
BE0004549,Ephrin_type-B_receptor_2,C3849574,EPHB2,P29323
BE0004550,Gamma-enolase,C0202144,ENO2,P09104
BE0004551,Carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A_small_phosphatase_1,,CTDSP1,Q9GZU7
BE0004552,Cyclin-dependent_kinases_regulatory_subunit_1,C3537304,CKS1B,P61024
BE0004554,T-complex_protein_1_subunit_gamma,,CCT3,P49368
BE0004555,Pterin-4-alpha-carbinolamine_dehydratase,,PCBD1,P61457
BE0004557,Neuronal_calcium_sensor_1,C0529863,NCS1,P62166
BE0004558,Ras-related_protein_Rab-11A,C0258357,RAB11A,P62491
BE0004559,GTP-binding_nuclear_protein_Ran,C4521305,RAN,P62826
BE0004560,Polyubiquitin-B,C1313661,UBB,P0CG47
BE0004562,Ras-related_protein_Ral-A,C0812284,RALA,P11233
BE0004563,Serine_protease_inhibitor_Kazal-type_6,,SPINK6,Q6UWN8
BE0004564,N-acylneuraminate_cytidylyltransferase,C0001388,CMAS,Q8NFW8
BE0004565,Fructose-bisphosphate_aldolase_B,,ALDOB,P05062
BE0004566,L-amino-acid_oxidase,C0064528,IL4I1,Q96RQ9
BE0004567,Pantothenate_synthetase,C0070044,panC,Q5SHF5
BE0004568,Carboxypeptidase_D,C0287935,CPD,O75976
BE0004569,Acylphosphatase-2,,ACYP2,P14621
BE0004570,14-3-3_protein_epsilon,C1144015,YWHAE,P62258
BE0004571,"[3-methyl-2-oxobutanoate_dehydrogenase_[lipoamide]]_kinase,_mitochondrial",,BCKDK,O14874
BE0004572,Transitional_endoplasmic_reticulum_ATPase,C1613884,VCP,P55072
BE0004573,Ubiquitin-like_modifier-activating_enzyme_1,C1421268,UBA1,P22314
BE0004574,ERO1-like_protein_beta,,ERO1B,Q86YB8
BE0004577,Hydroxyacid_oxidase_2,C1415469,HAO2,Q9NYQ3
BE0004578,Histone_acetyltransferase_KAT5,C1336632,KAT5,Q92993
BE0004579,Sorting_nexin-3,,SNX3,O60493
BE0004580,FAD-linked_sulfhydryl_oxidase_ALR,C1415043,GFER,P55789
BE0004581,SWI/SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,C1449387,SMARCA5,O60264
BE0004582,Uridine-cytidine_kinase-like_1,,UCKL1,Q9NWZ5
BE0004583,Histone_acetyltransferase_KAT2A,,KAT2A,Q92830
BE0004584,Serotonin_N-acetyltransferase,C0036755,AANAT,Q16613
BE0004585,2'-5'-oligoadenylate_synthase_1,,OAS1,P00973
BE0004586,Catechol_O-methyltransferase_domain-containing_protein_1,,COMTD1,Q86VU5
BE0004590,Phosphoserine_phosphatase,C0070943,PSPH,P78330
BE0004592,Sialoadhesin,C0142251,SIGLEC1,Q9BZZ2
BE0004593,"Spectrin_beta_chain,_non-erythrocytic_1",C1121863,SPTBN1,Q01082
BE0004594,GTP-binding_protein_Rheb,C1455621,RHEB,Q15382
BE0004597,Protein_arginine_N-methyltransferase_1,C4522248,PRMT1,Q99873
BE0004598,Spliceosome_RNA_helicase_DDX39B,C1454215,DDX39B,Q13838
BE0004601,Aurora_kinase_C,C0754135,AURKC,Q9UQB9
BE0004602,Rho-related_GTP-binding_protein_RhoE,,RND3,P61587
BE0004604,"Lactosylceramide_alpha-2,3-sialyltransferase",C0062078,ST3GAL5,Q9UNP4
BE0004605,Selenocysteine_lyase,C0074290,SCLY,Q96I15
BE0004606,Versican_core_protein,C0078193,VCAN,P13611
BE0004607,Deoxyribose-phosphate_aldolase,C0057465,deoC,Q5SJ28
BE0004608,Sterol_O-acyltransferase_2,C0967184,SOAT2,O75908
BE0004610,Ig_alpha-2_chain_C_region,,IGHA2,P01877
BE0004612,Immunoglobulin_superfamily_member_10,C1428579,IGSF10,Q6WRI0
BE0004613,N-acetylmuramoyl-L-alanine_amidase,C0027203,PGLYRP2,Q96PD5
BE0004614,Ribosomal_protein_S6_kinase_alpha-4,,RPS6KA4,O75676
BE0004615,Pyrroline-5-carboxylate_reductase_3,C1428527,PYCRL,Q53H96
BE0004618,Cell_division_control_protein_42_homolog,C0082645,CDC42,P60953
BE0004619,Alpha-N-acetylgalactosaminidase,C0051436,NAGA,P17050
BE0004622,Kinesin-like_protein_KIF2C,C3537349,KIF2C,Q99661
BE0004623,Gamma-glutamylaminecyclotransferase,,GGACT,Q9BVM4
BE0004624,Transient_receptor_potential_cation_channel_subfamily_M_member_7,C1425224,TRPM7,Q96QT4
BE0004625,Hepatocyte_growth_factor-regulated_tyrosine_kinase_substrate,C0382631,HGS,O14964
BE0004626,"1,2-dihydroxy-3-keto-5-methylthiopentene_dioxygenase",,ADI1,Q9BV57
BE0004627,ADP-ribosylation_factor-like_protein_5B,,ARL5B,Q96KC2
BE0004629,Exostosin-like_2,C1308415,EXTL2,Q9UBQ6
BE0004630,Mannan-binding_lectin_serine_protease_2,C1417037,MASP2,O00187
BE0004631,Potassium/sodium_hyperpolarization-activated_cyclic_nucleotide-gated_channel_2,,HCN2,Q9UL51
BE0004632,Serine/threonine-protein_kinase_TAO2,,TAOK2,Q9UL54
BE0004633,GTP-binding_protein_SAR1b,C1528775,SAR1B,Q9Y6B6
BE0004634,Interferon-inducible_GTPase_5,,IRGC,Q6NXR0
BE0004636,Eukaryotic_translation_initiation_factor_2_subunit_3,,EIF2S3,P41091
BE0004637,Polycomb_protein_SCMH1,,SCMH1,Q96GD3
BE0004638,ADP-ribosylation_factor-like_protein_3,,ARL3,P36405
BE0004639,"Thymidine_kinase_2,_mitochondrial",C1420748,TK2,O00142
BE0004640,Carboxypeptidase_Q,C2985237,CPQ,Q9Y646
BE0004641,Peroxiredoxin-6,,PRDX6,P30041
BE0004643,Penicillin-binding_protein_3,C0135893,pbp3,Q75Y35
BE0004644,Penicillin-binding_protein_2a,C0207107,pbp2a,Q8DNB6
BE0004647,Penicillin-binding_protein_3,C0135893,pbpB,Q51504
BE0004648,Penicillin-binding_protein_2,C0135892,pbpA,Q9X6V3
BE0004649,D-alanyl-D-alanine_endopeptidase,,pbpG,P72161
BE0004650,50S_ribosomal_protein_L16,,rplP,P0ADY7
BE0004651,30S_ribosomal_protein_S3,,rpsC,P0A7V3
BE0004652,30S_ribosomal_protein_S8,,rpsH,P0A7W7
BE0004653,30S_ribosomal_protein_S7,,rpsG,P02359
BE0004654,Penicillin-binding_protein_3,C0135893,pbp3,A0A0H2XJ39
