Drug,Protein ID,Protein Name
DB01558,O00591,Gamma-aminobutyric_acid_receptor_subunit_pi
DB01559,O00591,Gamma-aminobutyric_acid_receptor_subunit_pi
DB01588,O00591,Gamma-aminobutyric_acid_receptor_subunit_pi
DB01589,O00591,Gamma-aminobutyric_acid_receptor_subunit_pi
DB01595,O00591,Gamma-aminobutyric_acid_receptor_subunit_pi
DB00231,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB00690,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB00829,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB00842,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB00897,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB00898,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB01558,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB01595,Q9UN88,Gamma-aminobutyric_acid_receptor_subunit_theta
DB00231,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB00690,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB00801,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB00829,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB00842,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB00897,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB01215,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB01558,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB01559,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB01588,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB01589,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB01595,P28476,Gamma-aminobutyric_acid_receptor_subunit_rho-2
DB00231,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00690,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00801,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00829,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00842,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00897,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00898,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01215,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01558,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01559,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01587,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01588,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01589,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB01595,O14764,Gamma-aminobutyric_acid_receptor_subunit_delta
DB00619,A9UF02,BCR/ABL_fusion_protein_isoform_X9
DB03796,P00709,Alpha-lactalbumin
DB00768,P29034,Protein_S100-A2
DB01373,P29034,Protein_S100-A2
DB01593,P29034,Protein_S100-A2
DB09130,P29034,Protein_S100-A2
DB14487,P29034,Protein_S100-A2
DB14533,P29034,Protein_S100-A2
DB00280,Q9NZV8,Potassium_voltage-gated_channel_subfamily_D_member_2
DB00458,Q9NZV8,Potassium_voltage-gated_channel_subfamily_D_member_2
DB06637,Q9NZV8,Potassium_voltage-gated_channel_subfamily_D_member_2
DB00280,Q9UK17,Potassium_voltage-gated_channel_subfamily_D_member_3
DB00458,Q9UK17,Potassium_voltage-gated_channel_subfamily_D_member_3
DB06217,Q9UK17,Potassium_voltage-gated_channel_subfamily_D_member_3
DB06637,Q9UK17,Potassium_voltage-gated_channel_subfamily_D_member_3
DB11633,Q9UK17,Potassium_voltage-gated_channel_subfamily_D_member_3
DB00321,Q16620,BDNF/NT-3_growth_factors_receptor
DB11823,Q16620,BDNF/NT-3_growth_factors_receptor
DB12010,Q16620,BDNF/NT-3_growth_factors_receptor
DB14723,Q16620,BDNF/NT-3_growth_factors_receptor
DB00548,P51857,3-oxo-5-beta-steroid_4-dehydrogenase
DB01216,P51857,3-oxo-5-beta-steroid_4-dehydrogenase
DB00242,Q7LG56,Ribonucleoside-diphosphate_reductase_subunit_M2_B
DB00242,Q07864,DNA_polymerase_epsilon_catalytic_subunit_A
DB00242,P56282,DNA_polymerase_epsilon_subunit_2
DB00242,Q9NR33,DNA_polymerase_epsilon_subunit_4
DB00242,Q9NRF9,DNA_polymerase_epsilon_subunit_3
DB00417,Q53707,MecA_PBP2'_(penicillin_binding_protein_2')
DB01332,Q53707,MecA_PBP2'_(penicillin_binding_protein_2')
DB01603,Q53707,MecA_PBP2'_(penicillin_binding_protein_2')
DB00231,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB00690,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB00801,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB00829,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB00842,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB00897,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01215,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01558,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01559,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01588,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01589,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01595,A8MPY1,Gamma-aminobutyric_acid_receptor_subunit_rho-3
DB01083,P07098,Gastric_triacylglycerol_lipase
DB00535,P08149,Penicillin-binding_protein_2
DB00535,Q60FT7,PBP3
DB01277,P11717,Cation-independent_mannose-6-phosphate_receptor
DB13173,P11717,Cation-independent_mannose-6-phosphate_receptor
DB14751,P11717,Cation-independent_mannose-6-phosphate_receptor
DB00319,P0A3M6,Penicillin-binding_protein_2B
DB00415,P0A3M6,Penicillin-binding_protein_2B
DB00456,P0A3M6,Penicillin-binding_protein_2B
DB00485,P0A3M6,Penicillin-binding_protein_2B
DB00493,P0A3M6,Penicillin-binding_protein_2B
DB00567,P0A3M6,Penicillin-binding_protein_2B
DB00607,P0A3M6,Penicillin-binding_protein_2B
DB00713,P0A3M6,Penicillin-binding_protein_2B
DB00739,P0A3M6,Penicillin-binding_protein_2B
DB01066,P0A3M6,Penicillin-binding_protein_2B
DB01140,P0A3M6,Penicillin-binding_protein_2B
DB01212,P0A3M6,Penicillin-binding_protein_2B
DB01331,P0A3M6,Penicillin-binding_protein_2B
DB01603,P0A3M6,Penicillin-binding_protein_2B
DB00273,P07451,Carbonic_anhydrase_3
DB00391,P07451,Carbonic_anhydrase_3
DB00482,P07451,Carbonic_anhydrase_3
DB00580,P07451,Carbonic_anhydrase_3
DB00703,P07451,Carbonic_anhydrase_3
DB00819,P07451,Carbonic_anhydrase_3
DB00869,P07451,Carbonic_anhydrase_3
DB00909,P07451,Carbonic_anhydrase_3
DB01144,P07451,Carbonic_anhydrase_3
DB01194,P07451,Carbonic_anhydrase_3
DB00909,P35218,"Carbonic_anhydrase_5A,_mitochondrial"
DB01194,P35218,"Carbonic_anhydrase_5A,_mitochondrial"
DB00909,Q9Y2D0,"Carbonic_anhydrase_5B,_mitochondrial"
DB00909,P23280,Carbonic_anhydrase_6
DB06795,P23280,Carbonic_anhydrase_6
DB00703,P43166,Carbonic_anhydrase_7
DB00819,P43166,Carbonic_anhydrase_7
DB00909,P43166,Carbonic_anhydrase_7
DB01144,P43166,Carbonic_anhydrase_7
DB00909,P35219,Carbonic_anhydrase-related_protein
DB00909,Q9NS85,Carbonic_anhydrase-related_protein_10
DB00909,O75493,Carbonic_anhydrase-related_protein_11
DB00909,Q8N1Q1,Carbonic_anhydrase_13
DB00819,Q9ULX7,Carbonic_anhydrase_14
DB00909,Q9ULX7,Carbonic_anhydrase_14
DB00252,Q07699,Sodium_channel_subunit_beta-1
DB00909,Q07699,Sodium_channel_subunit_beta-1
DB00909,O60939,Sodium_channel_subunit_beta-2
DB00909,Q9NY72,Sodium_channel_subunit_beta-3
DB00909,Q8IWT1,Sodium_channel_subunit_beta-4
DB11672,O15440,Multidrug_resistance-associated_protein_5
DB01045,P46721,Solute_carrier_organic_anion_transporter_family_member_1A2
DB00493,Q8TCC7,Solute_carrier_family_22_member_8
DB01032,Q8TCC7,Solute_carrier_family_22_member_8
DB01053,Q8TCC7,Solute_carrier_family_22_member_8
DB01212,Q8TCC7,Solute_carrier_family_22_member_8
DB11995,Q8TCC7,Solute_carrier_family_22_member_8
DB00493,Q9Y694,Solute_carrier_family_22_member_7
DB01045,Q9NPD5,Solute_carrier_organic_anion_transporter_family_member_1B3
DB01211,Q9NPD5,Solute_carrier_organic_anion_transporter_family_member_1B3
DB00280,P19652,Alpha-1-acid_glycoprotein_2
DB00281,P19652,Alpha-1-acid_glycoprotein_2
DB00333,P19652,Alpha-1-acid_glycoprotein_2
DB00458,P19652,Alpha-1-acid_glycoprotein_2
DB01593,P19652,Alpha-1-acid_glycoprotein_2
DB14487,P19652,Alpha-1-acid_glycoprotein_2
DB14533,P19652,Alpha-1-acid_glycoprotein_2
DB13179,P60723,50S_ribosomal_protein_L4
DB13179,P49228,50S_ribosomal_protein_L32
DB01421,Q5SHN7,30S_ribosomal_protein_S10
DB00274,P08506,D-alanyl-D-alanine_carboxypeptidase_DacC
DB00303,P08506,D-alanyl-D-alanine_carboxypeptidase_DacC
DB00430,P08506,D-alanyl-D-alanine_carboxypeptidase_DacC
DB01329,P08506,D-alanyl-D-alanine_carboxypeptidase_DacC
DB01331,P08506,D-alanyl-D-alanine_carboxypeptidase_DacC
DB00430,Q07806,Penicillin-binding_protein_1A
DB01329,Q07806,Penicillin-binding_protein_1A
DB00430,Q9X6W0,Penicillin-binding_protein_1B
DB00438,Q9X6W0,Penicillin-binding_protein_1B
DB01329,Q9X6W0,Penicillin-binding_protein_1B
DB09050,Q9X6W0,Penicillin-binding_protein_1B
DB00923,Q70KI2,Penicillin-binding_protein_2
DB01326,Q70KI2,Penicillin-binding_protein_2
DB00615,P0A8T7,DNA-directed_RNA_polymerase_subunit_beta'
DB01045,P0A8T7,DNA-directed_RNA_polymerase_subunit_beta'
DB11753,P0A8T7,DNA-directed_RNA_polymerase_subunit_beta'
DB00560,P0AG59,30S_ribosomal_protein_S14
DB00759,P0AG59,30S_ribosomal_protein_S14
DB09093,P0AG59,30S_ribosomal_protein_S14
DB12455,P0AG59,30S_ribosomal_protein_S14
DB12615,P0AG59,30S_ribosomal_protein_S14
DB00560,P0A7S9,30S_ribosomal_protein_S13
DB00560,P0A7U3,30S_ribosomal_protein_S19
DB00759,P0A7U3,30S_ribosomal_protein_S19
DB09093,P0A7U3,30S_ribosomal_protein_S19
DB12455,P0A7U3,30S_ribosomal_protein_S19
DB00570,Q9UJT1,Tubulin_delta_chain
DB00570,Q9UJT0,Tubulin_epsilon_chain
DB00570,P23258,Tubulin_gamma-1_chain
DB01032,Q96RD7,Pannexin-1
DB00338,P35869,Aryl_hydrocarbon_receptor
DB00379,P35869,Aryl_hydrocarbon_receptor
DB00393,P35869,Aryl_hydrocarbon_receptor
DB00499,P35869,Aryl_hydrocarbon_receptor
DB01076,P35869,Aryl_hydrocarbon_receptor
DB01097,P35869,Aryl_hydrocarbon_receptor
DB01404,P35869,Aryl_hydrocarbon_receptor
DB02709,P35869,Aryl_hydrocarbon_receptor
DB08995,P35869,Aryl_hydrocarbon_receptor
DB11577,P35869,Aryl_hydrocarbon_receptor
DB12328,P35869,Aryl_hydrocarbon_receptor
DB00255,P11474,Steroid_hormone_receptor_ERR1
DB07776,P11474,Steroid_hormone_receptor_ERR1
DB01327,P76577,Penicillin-binding_protein_1C
DB09050,P76577,Penicillin-binding_protein_1C
DB01044,P72524,DNA_gyrase_subunit_A
DB06771,P72524,DNA_gyrase_subunit_A
DB01044,P0A4L9,DNA_gyrase_subunit_B
DB01044,P72525,DNA_topoisomerase_4_subunit_A
DB06771,P72525,DNA_topoisomerase_4_subunit_A
DB01044,Q59961,DNA_topoisomerase_4_subunit_B
DB09121,Q08462,Adenylate_cyclase_type_2
DB09121,O95622,Adenylate_cyclase_type_5
DB01718,P9WPB7,Cyclopropane_mycolic_acid_synthase_1
DB00255,Q15596,Nuclear_receptor_coactivator_2
DB00783,Q15596,Nuclear_receptor_coactivator_2
DB13952,Q15596,Nuclear_receptor_coactivator_2
DB13953,Q15596,Nuclear_receptor_coactivator_2
DB13954,Q15596,Nuclear_receptor_coactivator_2
DB13955,Q15596,Nuclear_receptor_coactivator_2
DB13956,Q15596,Nuclear_receptor_coactivator_2
DB12010,P53350,Serine/threonine-protein_kinase_PLK1
DB00128,P61626,Lysozyme_C
DB02772,P61626,Lysozyme_C
DB03175,P61626,Lysozyme_C
DB01050,P31151,Protein_S100-A7
DB01593,P31151,Protein_S100-A7
DB09213,P31151,Protein_S100-A7
DB14487,P31151,Protein_S100-A7
DB14533,P31151,Protein_S100-A7
DB12010,P17612,cAMP-dependent_protein_kinase_catalytic_subunit_alpha
DB03247,Q9UJM8,Hydroxyacid_oxidase_1
DB00233,Q9NZK7,Group_IIE_secretory_phospholipase_A2
DB03585,Q9NZK7,Group_IIE_secretory_phospholipase_A2
DB04743,Q9NZK7,Group_IIE_secretory_phospholipase_A2
DB09462,Q9NZK7,Group_IIE_secretory_phospholipase_A2
DB12010,P45984,Mitogen-activated_protein_kinase_9
DB01254,P11142,Heat_shock_cognate_71_kDa_protein
DB09130,P11142,Heat_shock_cognate_71_kDa_protein
DB09130,P61769,Beta-2-microglobulin
DB11994,Q13133,Oxysterols_receptor_LXR-alpha
DB12010,P36897,TGF-beta_receptor_type-1
DB06819,P00800,Thermolysin
DB00173,P24666,Low_molecular_weight_phosphotyrosine_protein_phosphatase
DB12010,O43293,Death-associated_protein_kinase_3
DB11157,Q9UQF2,C-Jun-amino-terminal_kinase-interacting_protein_1
DB12010,P33981,Dual_specificity_protein_kinase_TTK
DB12010,Q13554,Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_beta
DB12010,P51955,Serine/threonine-protein_kinase_Nek2
DB09074,Q9UGN5,Poly_[ADP-ribose]_polymerase_2
DB11760,Q9UGN5,Poly_[ADP-ribose]_polymerase_2
DB11793,Q9UGN5,Poly_[ADP-ribose]_polymerase_2
DB12332,Q9UGN5,Poly_[ADP-ribose]_polymerase_2
DB05260,P21281,"V-type_proton_ATPase_subunit_B,_brain_isoform"
DB09462,P84077,ADP-ribosylation_factor_1
DB04865,P39023,60S_ribosomal_protein_L3
DB09092,P39023,60S_ribosomal_protein_L3
DB00693,P06310,Ig_kappa_chain_V-II_region_RPMI_6410
DB12010,O75460,Serine/threonine-protein_kinase/endoribonuclease_IRE1
DB01593,P60174,Triosephosphate_isomerase
DB14487,P60174,Triosephosphate_isomerase
DB14533,P60174,Triosephosphate_isomerase
DB00366,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB00737,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB00836,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB01026,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB01620,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB01708,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB02709,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB04540,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB04824,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB08604,Q14994,Nuclear_receptor_subfamily_1_group_I_member_3
DB08809,Q15118,"[Pyruvate_dehydrogenase_(acetyl-transferring)]_kinase_isozyme_1,_mitochondrial"
DB03088,Q9UKQ2,Disintegrin_and_metalloproteinase_domain-containing_protein_28
DB12010,P41743,Protein_kinase_C_iota_type
DB01053,P62593,Beta-lactamase_TEM
DB09060,P62593,Beta-lactamase_TEM
DB12107,P62593,Beta-lactamase_TEM
DB03796,P09466,Glycodelin
DB09462,P09466,Glycodelin
DB01123,P0A0N4,HTH-type_transcriptional_regulator_QacR
DB12010,P19784,Casein_kinase_II_subunit_alpha'
DB02659,P13073,"Cytochrome_c_oxidase_subunit_4_isoform_1,_mitochondrial"
DB02659,P00414,Cytochrome_c_oxidase_subunit_3
DB02659,P20674,"Cytochrome_c_oxidase_subunit_5A,_mitochondrial"
DB02659,P10606,"Cytochrome_c_oxidase_subunit_5B,_mitochondrial"
DB02659,P09669,Cytochrome_c_oxidase_subunit_6C
DB02659,P24311,"Cytochrome_c_oxidase_subunit_7B,_mitochondrial"
DB02659,P15954,"Cytochrome_c_oxidase_subunit_7C,_mitochondrial"
DB02659,P10176,"Cytochrome_c_oxidase_subunit_8A,_mitochondrial"
DB02659,Q02221,"Cytochrome_c_oxidase_subunit_6A2,_mitochondrial"
DB02659,P14854,Cytochrome_c_oxidase_subunit_6B1
DB02659,P24310,"Cytochrome_c_oxidase_subunit_7A1,_mitochondrial"
DB00795,P04054,Phospholipase_A2
DB02659,P04054,Phospholipase_A2
DB02659,Q7KZA3,Ferrochelatase
DB01206,Q9H169,Stathmin-4
DB06290,Q91RS4,NS3_protease
DB13879,Q91RS4,NS3_protease
DB12010,Q13627,Dual_specificity_tyrosine-phosphorylation-regulated_kinase_1A
DB03017,Q82122,Genome_polyprotein
DB03017,P23008,Genome_polyprotein
DB03017,P41235,Hepatocyte_nuclear_factor_4-alpha
DB03017,P98155,Very_low-density_lipoprotein_receptor
DB03017,P02929,Protein_TonB
DB03017,Q9UNK4,Group_IID_secretory_phospholipase_A2
DB03193,Q9UNK4,Group_IID_secretory_phospholipase_A2
DB03017,Q9I194,Acyl-homoserine_lactone_acylase_PvdQ
DB00295,Q9Y6Y9,Lymphocyte_antigen_96
DB00333,Q9Y6Y9,Lymphocyte_antigen_96
DB03017,Q9Y6Y9,Lymphocyte_antigen_96
DB00788,Q51911,Peptostreptococcal_albumin-binding_protein
DB12010,Q9H2G2,STE20-like_serine/threonine-protein_kinase
DB12010,P49761,Dual_specificity_protein_kinase_CLK3
DB09074,Q9Y6F1,Poly_[ADP-ribose]_polymerase_3
DB12332,Q9Y6F1,Poly_[ADP-ribose]_polymerase_3
DB03619,Q7Z2Z2,Elongation_factor_Tu_GTP-binding_domain-containing_protein_1
DB03619,P25553,Lactaldehyde_dehydrogenase
DB03619,P33517,Cytochrome_c_oxidase_subunit_1
DB03619,Q03736,Cytochrome_c_oxidase_subunit_2
DB12010,Q9UQM7,Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_alpha
DB12010,Q00536,Cyclin-dependent_kinase_16
DB07776,P0A3R9,Neocarzinostatin
DB11294,P03989,"HLA_class_I_histocompatibility_antigen,_B-27_alpha_chain"
DB13900,P10845,Botulinum_neurotoxin_type_A
DB03247,O00141,Serine/threonine-protein_kinase_Sgk1
DB12010,Q13557,Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_delta
DB12010,Q9P289,Serine/threonine-protein_kinase_26
DB03147,Q15067,Peroxisomal_acyl-coenzyme_A_oxidase_1
DB00238,Q72547,Reverse_transcriptase/RNaseH
DB00300,Q72547,Reverse_transcriptase/RNaseH
DB00495,Q72547,Reverse_transcriptase/RNaseH
DB00625,Q72547,Reverse_transcriptase/RNaseH
DB00649,Q72547,Reverse_transcriptase/RNaseH
DB00705,Q72547,Reverse_transcriptase/RNaseH
DB00709,Q72547,Reverse_transcriptase/RNaseH
DB00879,Q72547,Reverse_transcriptase/RNaseH
DB00900,Q72547,Reverse_transcriptase/RNaseH
DB00943,Q72547,Reverse_transcriptase/RNaseH
DB01048,Q72547,Reverse_transcriptase/RNaseH
DB08864,Q72547,Reverse_transcriptase/RNaseH
DB09299,Q72547,Reverse_transcriptase/RNaseH
DB11365,Q72547,Reverse_transcriptase/RNaseH
DB11799,Q72547,Reverse_transcriptase/RNaseH
DB12301,Q72547,Reverse_transcriptase/RNaseH
DB12010,Q15375,Ephrin_type-A_receptor_7
DB03147,P14920,D-amino-acid_oxidase
DB03793,P14920,D-amino-acid_oxidase
DB08877,P23458,Tyrosine-protein_kinase_JAK1
DB08895,P23458,Tyrosine-protein_kinase_JAK1
DB11817,P23458,Tyrosine-protein_kinase_JAK1
DB12010,P23458,Tyrosine-protein_kinase_JAK1
DB08895,P29597,Non-receptor_tyrosine-protein_kinase_TYK2
DB12010,P29597,Non-receptor_tyrosine-protein_kinase_TYK2
DB12010,Q96NX5,Calcium/calmodulin-dependent_protein_kinase_type_1G
DB00591,P08758,Annexin_A5
DB09130,P08758,Annexin_A5
DB01593,P06396,Gelsolin
DB09130,P06396,Gelsolin
DB14487,P06396,Gelsolin
DB14533,P06396,Gelsolin
DB03796,P02689,Myelin_P2_protein
DB04224,P02689,Myelin_P2_protein
DB09130,P23528,Cofilin-1
DB09060,P0AD64,Beta-lactamase_SHV-1
DB12107,P0AD64,Beta-lactamase_SHV-1
DB12010,O75116,Rho-associated_protein_kinase_2
DB13931,O75116,Rho-associated_protein_kinase_2
DB00428,Q89ZI2,O-GlcNAcase_BT_4395
DB12010,Q12866,Tyrosine-protein_kinase_Mer
DB12010,Q15418,Ribosomal_protein_S6_kinase_alpha-1
DB11823,P13639,Elongation_factor_2
DB12688,P13639,Elongation_factor_2
DB00755,Q16654,"[Pyruvate_dehydrogenase_(acetyl-transferring)]_kinase_isozyme_4,_mitochondrial"
DB00415,Q8DR59,Penicillin-binding_protein_1A
DB00438,Q8DR59,Penicillin-binding_protein_1A
DB00456,Q8DR59,Penicillin-binding_protein_1A
DB00485,Q8DR59,Penicillin-binding_protein_1A
DB00493,Q8DR59,Penicillin-binding_protein_1A
DB00567,Q8DR59,Penicillin-binding_protein_1A
DB00607,Q8DR59,Penicillin-binding_protein_1A
DB00713,Q8DR59,Penicillin-binding_protein_1A
DB00739,Q8DR59,Penicillin-binding_protein_1A
DB01000,Q8DR59,Penicillin-binding_protein_1A
DB01140,Q8DR59,Penicillin-binding_protein_1A
DB01331,Q8DR59,Penicillin-binding_protein_1A
DB01603,Q8DR59,Penicillin-binding_protein_1A
DB01373,P05187,"Alkaline_phosphatase,_placental_type"
DB01254,P07948,Tyrosine-protein_kinase_Lyn
DB06616,P07948,Tyrosine-protein_kinase_Lyn
DB08901,P07948,Tyrosine-protein_kinase_Lyn
DB09079,P07948,Tyrosine-protein_kinase_Lyn
DB12010,P07948,Tyrosine-protein_kinase_Lyn
DB01123,Q58L87,TetR_family_transcriptional_regulator
DB00173,P78362,SRSF_protein_kinase_2
DB12010,Q8IU85,Calcium/calmodulin-dependent_protein_kinase_type_1D
DB12010,O94768,Serine/threonine-protein_kinase_17B
DB00319,Q7CRA4,Penicillin-binding_protein_1b
DB00415,Q7CRA4,Penicillin-binding_protein_1b
DB00456,Q7CRA4,Penicillin-binding_protein_1b
DB00485,Q7CRA4,Penicillin-binding_protein_1b
DB00493,Q7CRA4,Penicillin-binding_protein_1b
DB00567,Q7CRA4,Penicillin-binding_protein_1b
DB00607,Q7CRA4,Penicillin-binding_protein_1b
DB00713,Q7CRA4,Penicillin-binding_protein_1b
DB00739,Q7CRA4,Penicillin-binding_protein_1b
DB01140,Q7CRA4,Penicillin-binding_protein_1b
DB01331,Q7CRA4,Penicillin-binding_protein_1b
DB01603,Q7CRA4,Penicillin-binding_protein_1b
DB00126,P09848,Lactase-phlorizin_hydrolase
DB04564,P09848,Lactase-phlorizin_hydrolase
DB12010,Q9NWZ3,Interleukin-1_receptor-associated_kinase_4
DB08604,Q6GI75,Enoyl-[acyl-carrier-protein]_reductase_[NADPH]_FabI
DB11155,Q6GI75,Enoyl-[acyl-carrier-protein]_reductase_[NADPH]_FabI
DB00831,P26447,Protein_S100-A4
DB09130,P26447,Protein_S100-A4
DB09130,P14550,Alcohol_dehydrogenase_[NADP(+)]
DB00605,O60218,Aldo-keto_reductase_family_1_member_B10
DB06616,Q13555,Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_gamma
DB12010,Q13555,Calcium/calmodulin-dependent_protein_kinase_type_II_subunit_gamma
DB12010,P80192,Mitogen-activated_protein_kinase_kinase_kinase_9
DB01110,Q16558,Calcium-activated_potassium_channel_subunit_beta-1
DB01110,Q9NPA1,Calcium-activated_potassium_channel_subunit_beta-3
DB01110,Q86W47,Calcium-activated_potassium_channel_subunit_beta-4
DB01110,Q92952,Small_conductance_calcium-activated_potassium_channel_protein_1
DB01110,Q9H2S1,Small_conductance_calcium-activated_potassium_channel_protein_2
DB01110,Q9UGI6,Small_conductance_calcium-activated_potassium_channel_protein_3
DB01117,Q02768,Cytochrome_b
DB00244,P9WJI5,Arylamine_N-acetyltransferase
DB01331,P0AFI5,D-alanyl-D-alanine_endopeptidase
DB04272,P62312,U6_snRNA-associated_Sm-like_protein_LSm6
DB00916,O25608,Oxygen-insensitive_NADPH_nitroreductase
DB03088,O43612,Orexin
DB02325,O60942,mRNA-capping_enzyme
DB02772,Q9Y3I0,tRNA-splicing_ligase_RtcB_homolog
DB04272,Q9BY32,Inosine_triphosphate_pyrophosphatase
DB09130,P00558,Phosphoglycerate_kinase_1
DB03088,P19961,Alpha-amylase_2B
DB04272,O75390,"Citrate_synthase,_mitochondrial"
DB03929,P29508,Serpin_B3
DB03088,Q03403,Trefoil_factor_2
DB03088,P0CG04,Ig_lambda-1_chain_C_regions
DB00071,P01920,"HLA_class_II_histocompatibility_antigen,_DQ_beta_1_chain"
DB09112,P02144,Myoglobin
DB11588,P02144,Myoglobin
DB12010,P22694,cAMP-dependent_protein_kinase_catalytic_subunit_beta
DB03147,P22570,"NADPH:adrenodoxin_oxidoreductase,_mitochondrial"
DB02325,P13686,Tartrate-resistant_acid_phosphatase_type_5
DB03088,Q701N4,Keratin-associated_protein_5-2
DB01272,P20645,Cation-dependent_mannose-6-phosphate_receptor
DB09462,Q9NPH2,Inositol-3-phosphate_synthase_1
DB00194,P09250,Thymidine_kinase
DB09568,P30084,"Enoyl-CoA_hydratase,_mitochondrial"
DB04465,Q7Z4J2,Glycosyltransferase_6_domain-containing_protein_1
DB06637,P22459,Potassium_voltage-gated_channel_subfamily_A_member_4
DB03147,Q9UHQ9,NADH-cytochrome_b5_reductase_1
DB03754,P07585,Decorin
DB08818,O14594,Neurocan_core_protein
DB09069,P09110,"3-ketoacyl-CoA_thiolase,_peroxisomal"
DB09462,Q14643,"Inositol_1,4,5-trisphosphate_receptor_type_1"
DB00536,P78352,Disks_large_homolog_4
DB09552,P21283,V-type_proton_ATPase_subunit_C_1
DB13874,P48735,"Isocitrate_dehydrogenase_[NADP],_mitochondrial"
DB01593,P68104,Elongation_factor_1-alpha_1
DB09130,P68104,Elongation_factor_1-alpha_1
DB14487,P68104,Elongation_factor_1-alpha_1
DB14533,P68104,Elongation_factor_1-alpha_1
DB02325,P07478,Trypsin-2
DB03796,P50897,Palmitoyl-protein_thioesterase_1
DB01593,P49411,"Elongation_factor_Tu,_mitochondrial"
DB14487,P49411,"Elongation_factor_Tu,_mitochondrial"
DB14533,P49411,"Elongation_factor_Tu,_mitochondrial"
DB04540,P35398,Nuclear_receptor_ROR-alpha
DB12010,P29323,Ephrin_type-B_receptor_2
DB04272,Q9GZU7,Carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A_small_phosphatase_1
DB00472,P61024,Cyclin-dependent_kinases_regulatory_subunit_1
DB11093,P62166,Neuronal_calcium_sensor_1
DB11348,P62166,Neuronal_calcium_sensor_1
DB14481,P62166,Neuronal_calcium_sensor_1
DB03147,Q96RQ9,L-amino-acid_oxidase
DB04272,Q96RQ9,L-amino-acid_oxidase
DB03147,Q86YB8,ERO1-like_protein_beta
